:ID,:LABEL,namespace:string,species:float,reactome_pathways:string,label:string,pure:boolean,chebi:float,bel:string,name:string,involved_genes:string,uniprot:string,reactome:string,hgnc:string
36813,Protein,HGNC,9606.0,,Myosin light chain 3,False,,"p(HGNC:""MYL3"")",MYL3,MYL3,P08590,#1775:5579,1573X6782
36814,Protein,MGI,10090.0,,Calcitonin gene-related peptide type 1 receptor,False,,"p(MGI:""Calcrl"")",Calcrl,Calcrl,Q9R1W5,,
36815,Protein,FPLX,,,,False,,"p(FPLX:""GPX"")",GPX,GPX,,,
36816,Protein,RGD,10116.0,,,False,,"p(RGD:""Calml5"")",Calml5,Calml5,,,
36817,Protein,MGI,10090.0,,cAMP-responsive element modulator,False,,"p(MGI:""Crem"")",Crem,Crem,P27699,,
36818,Protein,MGI,10090.0,,Catenin delta-1,,,"p(MGI:""Ctnnd1"",pmod(Ph))",Ctnnd1,Ctnnd1,P30999,,
36819,Protein,HGNC,9606.0,,Plexin-A4,False,,"p(HGNC:""PLXNA4"")",PLXNA4,PLXNA4,Q9HCM2,#1784:15253;#1772:3666;#1783:4529;#1770:14966;#1769:12519;#1771:17341;#1781:10503,1573X7036
36820,Protein,RGD,10116.0,,,False,,"p(RGD:""Adipor1"")",Adipor1,Adipor1,,,
36821,Protein,MGI,10090.0,,Cysteine protease ATG4B,False,,"p(MGI:""Atg4b"")",Atg4b,Atg4b,Q8BGE6,,
36822,Protein,RGD,10116.0,,Choline transporter-like protein 3,False,,"p(RGD:""Slc44a3"")",Slc44a3,Slc44a3,Q6AY92,,
36823,Protein,HGNC,9606.0,,Histone H4 transcription factor,,,"p(HGNC:""HINFP"",pmod(Ac))",HINFP,HINFP,Q9BQA5,,1575X6136
36824,Protein,HGNC,9606.0,,Rho GTPase-activating protein 35,,,"p(HGNC:""ARHGAP35"",pmod(Ph))",ARHGAP35,ARHGAP35,Q9NRY4,,1573X5503
36825,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr799"")",Olfr799,Olfr799,,,
36826,Protein,FLYBASE,7227.0,,,False,,"p(FLYBASE:""aos"")",aos,aos,,,
36827,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr594"")",Olfr594,Olfr594,,,
36828,Protein,RGD,10116.0,,Major prion protein,False,,"p(RGD:""Prnp"")",Prnp,Prnp,P13852,,
36829,Protein,HGNC,9606.0,,Kinesin heavy chain isoform 5C,False,,"p(HGNC:""KIF5C"")",KIF5C,KIF5C,O60282,#1783:1545,1570X6285
36830,Protein,HGNC,9606.0,,Polyamine deacetylase HDAC10,False,,"p(HGNC:""HDAC10"")",HDAC10,HDAC10,Q969S8,#1770:15036;#1783:18202;#1780:2224;#1784:10213;#1769:12661,1571X6126
36831,Protein,RGD,10116.0,,Myosin light chain 3,False,,"p(RGD:""Myl3"")",Myl3,Myl3,P16409,,
36832,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr373"")",Olfr373,Olfr373,,,
36833,Protein,HGNC,9606.0,,Pro-epidermal growth factor,False,,"p(HGNC:""EGF"")",EGF,EGF,P01133,#1778:899;#1772:5146;#1779:17309;#1776:10040;#1784:11335;#1772:2051;#1775:18029;#1776:15222;#1782:6297;#1777:12487;#1773:10472;#1775:1547;#1781:6441;#1769:2699;#1779:9536;#1775:4498;#1773:13135;#1781:14430;#1769:16374;#1780:3634;#1769:13783;#1781:3346;#1778:14934;#1770:8385;#1774:4786;#1782:14286;#1775:7593;#1774:15582;#1782:16877;#1783:8888,1569X5884
36834,Protein,HGNC,9606.0,,Interleukin-27 subunit alpha,False,,"p(HGNC:""IL27"")",IL27,IL27,Q8NEV9,#1781:11435;#1778:3446,1565X6239
36835,Protein,RGD,10116.0,,Proto-oncogene vav,False,,"p(RGD:""Vav1"")",Vav1,Vav1,P54100,,
36836,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1506"")",Olfr1506,Olfr1506,,,
36837,Protein,HGNC,9606.0,,"Glutathione reductase, mitochondrial",False,,"p(HGNC:""GSR"")",GSR,GSR,P00390,,1561X6094
36838,Protein,HGNC,9606.0,,Protein orai-3,False,,"p(HGNC:""ORAI3"")",ORAI3,ORAI3,Q9BRQ5,,1561X6940
36839,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1289"")",Olfr1289,Olfr1289,,,
36840,Protein,HGNC,9606.0,,Agrin,False,,"p(HGNC:""AGRN"")",AGRN,AGRN,O00468,#1775:17450;#1782:8525;#1772:12700;#1774:9821;#1770:1832;#1777:17162;#1776:3775;#1775:12268;#1772:15363;#1776:6726;#1773:4279;#1777:536;#1776:14715;#1769:10613;#1781:5862,1572X5453
36841,Protein,FLYBASE,7227.0,,,False,,"p(FLYBASE:""slmb"")",slmb,slmb,,,
36842,Protein,HGNC,9606.0,,Olfactory receptor 6C4,False,,"p(HGNC:""OR6C4"")",OR6C4,OR6C4,Q8NGE1,#1772:10140,1562X6911
36843,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1100"")",Olfr1100,Olfr1100,,,
36844,Protein,FLYBASE,7227.0,,,False,,"p(FLYBASE:""babo"")",babo,babo,,,
36845,Protein,HGNC,9606.0,,Olfactory receptor 4C13,False,,"p(HGNC:""OR4C13"")",OR4C13,OR4C13,Q8NGP0,#1772:17913,1562X6898
36846,Protein,HGNC,9606.0,,Eukaryotic translation initiation factor 4B,,,"p(HGNC:""EIF4B"",pmod(Ph))",EIF4B,EIF4B,P23588,,1574X5893
36847,Protein,RGD,10116.0,,V-type proton ATPase 16 kDa proteolipid subunit c,False,,"p(RGD:""Atp6v0c"")",Atp6v0c,Atp6v0c,P63081,,
36848,Protein,RGD,10116.0,,Prostaglandin G/H synthase 2,False,,"p(RGD:""Ptgs2"")",Ptgs2,Ptgs2,P35355,,
36849,Protein,HGNCGENEFAMILY,,,,,,"p(HGNCGENEFAMILY:""14-3-3 phospho-serine/phospho-threonine binding proteins"",loc(GO:""cytoplasm""))",14-3-3 phospho-serine/phospho-threonine binding proteins,14-3-3 phospho-serine/phospho-threonine binding proteins,,,
36850,Protein,HGNC,9606.0,,Olfactory receptor 10G8,False,,"p(HGNC:""OR10G8"")",OR10G8,OR10G8,Q8NGN5,#1777:11867,1568X6927
36851,Protein,HGNC,9606.0,,microRNA 200c,False,,"p(HGNC:""MIR200C"")",MIR200C,MIR200C,,,1576X6582
36852,Protein,RGD,10116.0,,Dual specificity mitogen-activated protein kinase kinase 7,False,,"p(RGD:""Map2k7"")",Map2k7,Map2k7,Q4KSH7,,
36853,Protein,RGD,10116.0,,Catenin beta-1,,,"p(RGD:""Ctnnb1"",pmod(Ub))",Ctnnb1,Ctnnb1,Q9WU82,,
36854,Protein,HGNC,9606.0,,Mitochondrial import receptor subunit TOM34,False,,"p(HGNC:""TOMM34"")",TOMM34,TOMM34,Q15785,,1575X7877
36855,Protein,RGD,10116.0,,,False,,"p(RGD:""Amot"")",Amot,Amot,,,
36856,Protein,RGD,10116.0,,Pyrin,,,"p(RGD:""Mefv"",pmod(Ph))",Mefv,Mefv,Q9JJ25,,
36857,Protein,HGNC,9606.0,,Interferon alpha-5,False,,"p(HGNC:""IFNA5"")",IFNA5,IFNA5,P01569,#1777:12199;#1775:4210;#1779:17093;#1778:6657;#1778:14646,1567X6197
36858,Protein,HGNC,9606.0,,Microtubule-associated protein tau,,,"p(HGNC:""MAPT"",loc(GO:""synapse""))",MAPT,MAPT,P10636,,1563X6540
36859,Protein,RGD,10116.0,,,False,,"p(RGD:""Ppbp"")",Ppbp,Ppbp,,,
36860,Protein,CONSO,,,,,,"p(CONSO:""TDP-43 aggregates"",pmod(Ub))",TDP-43 aggregates,TDP-43 aggregates,,,
36861,Protein,MGI,10090.0,,,False,,"p(MGI:""Iqgap3"")",Iqgap3,Iqgap3,,,
36862,Protein,RGD,10116.0,,Transcription initiation factor IIB,False,,"p(RGD:""Gtf2b"")",Gtf2b,Gtf2b,P62916,,
36863,Protein,HGNC,9606.0,,Triggering receptor expressed on myeloid cells 2,,,"p(HGNC:""TREM2"",frag(""?_*""))",TREM2,TREM2,Q9NZC2,,1573X7915
36864,Protein,MGI,10090.0,,Glycogen synthase kinase-3 alpha,False,,"p(MGI:""Gsk3a"")",Gsk3a,Gsk3a,Q2NL51,,
36865,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr892"")",Olr892,Olr892,,,
36866,Protein,HGNC,9606.0,,CREB/ATF bZIP transcription factor,,,"p(HGNC:""CREBZF"",pmod(Ph))",CREBZF,CREBZF,Q9NS37,,1568X5755
36867,Protein,HGNC,9606.0,,nuclear paraspeckle assembly transcript 1,False,,"p(HGNC:""NEAT1"")",NEAT1,NEAT1,,,1571X6815
36868,Protein,HGNC,9606.0,,microtubule associated protein 1 light chain 3 beta pseudogene 1,False,,"p(HGNC:""MAP1LC3BP1"")",MAP1LC3BP1,MAP1LC3BP1,,,1574X6532
36869,Protein,MGI,10090.0,,Glycogen synthase kinase-3 beta,False,,"p(MGI:""GSK3B"")",GSK3B,GSK3B,Q9WV60,,
36870,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr730"")",Olfr730,Olfr730,,,
36871,Protein,HGNC,9606.0,,Neutrophil elastase,False,,"p(HGNC:""ELANE"")",ELANE,ELANE,P08246,#1776:8530;#1782:15367;#1770:3780;#1775:5867;#1769:17455;#1779:10617;#1782:12704,1563X5898
36872,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr530"")",Olfr530,Olfr530,,,
36873,Protein,HGNC,9606.0,,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",False,,"p(HGNC:""CYP27B1"")",CYP27B1,CYP27B1,O15528,#1779:2264;#1783:10253;#1783:4639,1576X5791
36874,Protein,MGI,10090.0,,Ephrin-A4,False,,"p(MGI:""Efna4"")",Efna4,Efna4,O08542,,
36875,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr307"")",Olfr307,Olfr307,,,
36876,Protein,RGD,10116.0,,,False,,"p(RGD:""Rchy1"")",Rchy1,Rchy1,,,
36877,Protein,HGNC,9606.0,,Histamine H4 receptor,False,,"p(HGNC:""HRH4"")",HRH4,HRH4,Q9H3N8,#1776:1866;#1781:12302,1568X6174
36878,Protein,HGNC,9606.0,,Thymic stromal lymphopoietin,False,,"p(HGNC:""TSLP"")",TSLP,TSLP,Q969D9,#1783:16978;#1784:8989,1565X7964
36879,Protein,RGD,10116.0,,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",False,,"p(RGD:""Inpp5d"")",Inpp5d,Inpp5d,P97573,,
36880,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1434"")",Olfr1434,Olfr1434,,,
36881,Protein,HGNC,9606.0,,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",False,,"p(HGNC:""PIK3CB"")",PIK3CB,PIK3CB,P42338,#1770:8680;#1771:11127;#1771:5585;#1775:13070;#1782:3569;#1772:13574;#1781:690;#1784:3137;#1777:7528;#1781:9471;#1778:17820;#1776:4721;#1771:16309;#1775:10407;#1784:14221;#1777:1482;#1778:15157;#1769:16669;#1772:8320;#1778:7384;#1784:6232;#1773:16021;#1774:8032;#1771:2634,1571X7009
36882,Protein,HGNC,9606.0,,Endoplasmin,False,,"p(HGNC:""HSP90B1"")",HSP90B1,HSP90B1,P14625,#1775:14865;#1772:17960;#1774:12418;#1773:9971;#1772:4429;#1769:1982;#1775:6876,1562X6180
36883,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1231"")",Olfr1231,Olfr1231,,,
36884,Protein,HGNC,9606.0,,Sortilin-related receptor,False,,"p(HGNC:""SORL1"")",SORL1,SORL1,Q92673,#1770:5679,1563X7726
36885,Protein,HGNC,9606.0,,Olfactory receptor 52N1,False,,"p(HGNC:""OR52N1"")",OR52N1,OR52N1,Q8NH53,#1774:9708,1564X6938
36886,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr101"")",Olfr101,Olfr101,,,
36887,Protein,HGNC,9606.0,,Low-density lipoprotein receptor-related protein 8,False,,"p(HGNC:""LRP8"")",LRP8,LRP8,Q14114,#1773:6744;#1774:17180,1567X6506
36888,Protein,HGNC,9606.0,,Olfactory receptor 1M1,False,,"p(HGNC:""OR1M1"")",OR1M1,OR1M1,Q8NGA1,#1783:2438,1576X6884
36889,Protein,HGNC,9606.0,,microRNA 214,False,,"p(HGNC:""MIR214"")",MIR214,MIR214,,,1576X6583
36890,Protein,MGI,10090.0,,Myosin light chain kinase 3,False,,"p(MGI:""Mylk3"")",Mylk3,Mylk3,Q3UIZ8,,
36891,Protein,HGNC,9606.0,,Interleukin-1 beta,,,"p(HGNC:""IL1B"",frag(""?""))",IL1B,IL1B,P01584,,1574X6232
36892,Protein,RGD,10116.0,,Mothers against decapentaplegic homolog 7,False,,"p(RGD:""Smad7"")",Smad7,Smad7,O88406,,
36893,Protein,RGD,10116.0,,Cyclin-A1,False,,"p(RGD:""Ccna1"")",Ccna1,Ccna1,Q6AY13,,
36894,Protein,MGI,10090.0,,Tyrosine-protein kinase JAK1,False,,"p(MGI:""Jak1"")",Jak1,Jak1,P52332,,
36895,Protein,MGI,10090.0,,Ephrin type-B receptor 4,False,,"p(MGI:""Ephb4"")",Ephb4,Ephb4,P54761,,
36896,Protein,HGNC,9606.0,,Tyrosine-protein phosphatase non-receptor type substrate 1,False,,"p(HGNC:""SIRPA"")",SIRPA,SIRPA,P78324,#1772:14946;#1769:4510;#1773:17321;#1783:10483,1572X7620
36897,Protein,HGNC,9606.0,,Serine/threonine-protein kinase ULK1,,,"p(HGNC:""ULK1"",pmod(Ph,S,757))",ULK1,ULK1,O75385,,1567X8007
36898,Protein,MGI,10090.0,,Arginase-1,False,,"p(MGI:""Arg1"")",Arg1,Arg1,Q61176,,
36899,Protein,HGNC,9606.0,,Serine/threonine-protein kinase mTOR,,,"p(HGNC:""MTOR"",loc(GO:""lysosome""))",MTOR,MTOR,P42345,,1568X6774
36900,Protein,MGI,10090.0,,"Cytochrome c oxidase subunit 7A2, mitochondrial",False,,"p(MGI:""Cox7a2"")",Cox7a2,Cox7a2,P48771,,
36901,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr990"")",Olr990,Olr990,,,
36902,Protein,HGNC,9606.0,,Cell division control protein 42 homolog,False,,"p(HGNC:""CDC42"")",CDC42,CDC42,P60953,#1778:117;#1773:4076;#1776:6523;#1780:16455;#1771:10122;#1777:11705;#1783:10769;#1774:3932;#1783:2132;#1770:18111;#1777:16959;#1774:6955;#1780:2780;#1772:12569;#1776:14512;#1777:14368;#1770:4580;#1778:8970;#1769:4868;#1784:13216;#1769:15664;#1770:7675;#1774:9618;#1783:5227,1576X5661
36903,Protein,MGI,10090.0,,Interferon beta,False,,"p(MGI:""Ifnb1"")",Ifnb1,Ifnb1,P01575,,
36904,Protein,RGD,10116.0,,,False,,"p(RGD:""Prex1"")",Prex1,Prex1,,,
36905,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr737"")",Olr737,Olr737,,,
36906,Protein,HGNC,9606.0,,Granulocyte-macrophage colony-stimulating factor,False,,"p(HGNC:""CSF2"")",CSF2,CSF2,P04141,#1783:3922;#1770:14359;#1772:6010;#1782:17597;#1776:10760,1568X5762
36907,Protein,CONSO,,,,False,,"p(CONSO:""alpha-4-containing nAChR"")",alpha-4-containing nAChR,alpha-4-containing nAChR,,,
36908,Protein,MGI,10090.0,,,False,,"p(MGI:""Ccl26"")",Ccl26,Ccl26,,,
36909,Protein,MGI,10090.0,,Cytoplasmic protein NCK1,False,,"p(MGI:""Nck1"")",Nck1,Nck1,Q99M51,,
36910,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr51"")",Olr51,Olr51,,,
36911,Protein,HGNC,9606.0,,Tau-tubulin kinase 2,,,"p(HGNC:""TTBK2"",loc(GO:""centriole""))",TTBK2,TTBK2,Q6IQ55,,1573X7968
36912,Protein,HGNC,9606.0,,Xanthine dehydrogenase/oxidase,False,,"p(HGNC:""XDH"")",XDH,XDH,P47989,#1774:9400;#1780:2562,1575X8064
36913,Protein,HGNC,9606.0,,Anaphase-promoting complex subunit 13,False,,"p(HGNC:""ANAPC13"")",ANAPC13,ANAPC13,Q9BS18,#1779:15468,1563X5475
36914,Protein,MGI,10090.0,,Cyclic AMP-responsive element-binding protein 3,False,,"p(MGI:""Creb3"")",Creb3,Creb3,Q61817,,
36915,Protein,MGI,10090.0,,3-phosphoinositide-dependent protein kinase 1,False,,"p(MGI:""Pdpk1"")",Pdpk1,Pdpk1,Q9Z2A0,,
36916,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr307"")",Olr307,Olr307,,,
36917,Protein,HGNC,9606.0,,DnaJ homolog subfamily A member 4,False,,"p(HGNC:""DNAJA4"")",DNAJA4,DNAJA4,Q8WW22,#1778:16402,1564X5837
36918,Protein,HGNC,9606.0,,Protein-tyrosine kinase 2-beta,,,"p(HGNC:""PTK2B"",pmod(Ph))",PTK2B,PTK2B,Q14289,,1575X7113
36919,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1671"")",Olr1671,Olr1671,,,
36920,Protein,HGNC,9606.0,,Bcl-2-related protein A1,False,,"p(HGNC:""BCL2A1"")",BCL2A1,BCL2A1,Q16548,,1562X5556
36921,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr1443"")",Olr1443,Olr1443,,,
36922,Protein,MGI,10090.0,,,False,,"p(MGI:""Mir125b-2"")",Mir125b-2,Mir125b-2,,,
36923,Protein,HGNC,9606.0,,Ubiquitin D,,,"p(HGNC:""UBD"",loc(GO:""aggresome""))",UBD,UBD,O15205,,1575X7990
36924,Protein,RGD,10116.0,,,False,,"p(RGD:""Tradd"")",Tradd,Tradd,,,
36925,Protein,RGD,10116.0,,von Willebrand factor,False,,"p(RGD:""Vwf"")",Vwf,Vwf,Q62935,,
36926,Protein,MGI,10090.0,,Kinesin light chain 3,False,,"p(MGI:""Klc3"")",Klc3,Klc3,Q91W40,,
36927,Protein,MGI,10090.0,,Microtubule-associated protein tau,,,"p(MGI:""Mapt"",var(""p.Lys163Arg""),var(""p.Lys280Arg""),var(""p.Lys281Arg""),var(""p.Lys369Arg""))",Mapt,Mapt,P10637,,
36928,Protein,RGD,10116.0,,Complement factor I,False,,"p(RGD:""Cfi"")",Cfi,Cfi,Q9WUW3,,
36929,Protein,MGI,10090.0,,DNA-binding protein inhibitor ID-1,False,,"p(MGI:""Id1"")",Id1,Id1,P20067,,
36930,Protein,MGI,10090.0,,,False,,"p(MGI:""Tfap4"")",Tfap4,Tfap4,,,
36931,Protein,HGNC,9606.0,,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,False,,"p(HGNC:""DYRK1B"")",DYRK1B,DYRK1B,Q9Y463,,1563X5870
36932,Protein,HGNC,9606.0,,Stathmin,,,"p(HGNC:""STMN1"",pmod(Ph))",STMN1,STMN1,P16949,,1570X7770
36933,Protein,RGD,10116.0,,GTPase HRas,False,,"p(RGD:""Hras"")",Hras,Hras,P20171,,
36934,Protein,MGI,10090.0,,Adrenocorticotropic hormone receptor,False,,"p(MGI:""Mc2r"")",Mc2r,Mc2r,Q64326,,
36935,Protein,MGI,10090.0,,E3 ubiquitin-protein ligase ZNRF3,False,,"p(MGI:""Znrf3"")",Znrf3,Znrf3,Q5SSZ7,,
36936,Protein,HGNC,9606.0,,Intermediate conductance calcium-activated potassium channel protein 4,False,,"p(HGNC:""KCNN4"")",KCNN4,KCNN4,O15554,#1773:11837,1572X6275
36937,Protein,MGI,10090.0,,Nuclear factor erythroid 2-related factor 2,False,,"p(MGI:""Nfe2l2"")",Nfe2l2,Nfe2l2,Q60795,,
36938,Protein,RGD,10116.0,,,False,,"p(RGD:""Rhog"")",Rhog,Rhog,,,
36939,Protein,RGD,10116.0,,Apolipoprotein A-I,False,,"p(RGD:""Apoa1"")",Apoa1,Apoa1,P04639,,
36940,Protein,MGI,10090.0,,Voltage-dependent calcium channel gamma-6 subunit,False,,"p(MGI:""Cacng6"")",Cacng6,Cacng6,Q8VHW3,,
36941,Protein,MGI,10090.0,,,False,,"p(MGI:""Il32"")",Il32,Il32,,,
36942,Protein,HGNC,9606.0,,WAS/WASL-interacting protein family member 3,False,,"p(HGNC:""WIPF3"")",WIPF3,WIPF3,A6NGB9,#1781:11523;#1784:16273;#1773:4686;#1780:9148,1566X8061
36943,Protein,RGD,10116.0,,Ras-related protein Rab-7a,False,,"p(RGD:""Rab7a"")",Rab7a,Rab7a,P09527,,
36944,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr943"")",Olfr943,Olfr943,,,
36945,Protein,HGNC,9606.0,,cAMP-dependent protein kinase catalytic subunit beta,False,,"p(HGNC:""PRKACB"")",PRKACB,PRKACB,P22694,#1772:11556;#1782:17817;#1775:2631;#1769:688;#1780:4718;#1769:9469;#1770:17170;#1775:11124;#1769:6734;#1776:13571;#1775:16306;#1772:14219;#1784:12275;#1775:5582;#1772:3135;#1771:9181;#1782:15154;#1782:7381;#1778:8029;#1777:16018;#1779:10404;#1770:3567;#1774:8677;#1769:14723;#1782:4286,1563X7084
36946,Protein,HGNC,9606.0,,5'-AMP-activated protein kinase subunit gamma-3,False,,"p(HGNC:""PRKAG3"")",PRKAG3,PRKAG3,Q9UGI9,#1780:428;#1776:7266;#1779:9353;#1769:2516;#1769:16191;#1777:4027;#1782:14103;#1779:12016,1570X7083
36947,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr720"")",Olfr720,Olfr720,,,
36948,Protein,HGNC,9606.0,,C-X-C chemokine receptor type 3,False,,"p(HGNC:""CXCR3"")",CXCR3,CXCR3,P49682,#1779:12783;#1781:1195,1561X5781
36949,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr519"")",Olfr519,Olfr519,,,
36950,Protein,HGNC,9606.0,,Heat shock 70 kDa protein 1-like,False,,"p(HGNC:""HSPA1L"")",HSPA1L,HSPA1L,P34931,#1770:3209;#1772:8751;#1773:11198;#1783:761,1567X6180
36951,Protein,MGI,10090.0,,Ral guanine nucleotide dissociation stimulator-like 2,False,,"p(MGI:""Rgl2"")",Rgl2,Rgl2,Q61193,,
36952,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr295"")",Olfr295,Olfr295,,,
36953,Protein,RGD,10116.0,,Serine/threonine-protein kinase PLK1,,,"p(RGD:""Plk1"",pmod(Ph))",Plk1,Plk1,Q62673,,
36954,Protein,HGNC,9606.0,,Amine oxidase [flavin-containing] A,False,,"p(HGNC:""MAOA"")",MAOA,MAOA,P21397,#1769:11412;#1779:975;#1780:17385;#1770:5798;#1784:8964;#1782:3422;#1774:10548,1567X6533
36955,Protein,HGNC,9606.0,,Interleukin-12 receptor subunit beta-1,False,,"p(HGNC:""IL12RB1"")",IL12RB1,IL12RB1,P42701,#1770:4146;#1772:12135;#1777:2850;#1773:14582,1573X6235
36956,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1443"")",Olfr1443,Olfr1443,,,
36957,Protein,HGNC,9606.0,,Neuron navigator 3,False,,"p(HGNC:""NAV3"")",NAV3,NAV3,Q8IVL0,,1562X6800
36958,Protein,HGNC,9606.0,,Calcium/calmodulin-dependent protein kinase type 1D,False,,"p(HGNC:""CAMK1D"")",CAMK1D,CAMK1D,Q8IU85,,1565X5619
36959,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1256"")",Olfr1256,Olfr1256,,,
36960,Protein,HGNC,9606.0,,"Inositol 1,4,5-trisphosphate receptor type 1",False,,"p(HGNC:""ITPR1"")",ITPR1,ITPR1,Q14643,#1772:14661;#1778:16244;#1773:482;#1772:9407;#1782:1777;#1773:17108;#1779:10918;#1779:2281;#1778:2569;#1783:10270;#1772:6672;#1783:4656;#1769:7320;#1769:4225;#1771:12214;#1775:14157,1562X6261
36961,Protein,HGNC,9606.0,,Olfactory receptor 5H6,False,,"p(HGNC:""OR5H6"")",OR5H6,OR5H6,Q8NGV6,#1772:15250,1563X6908
36962,Protein,RGD,10116.0,,Proteinase-activated receptor 2,False,,"p(RGD:""F2rl1"")",F2rl1,F2rl1,Q63645,,
36963,Protein,RGD,10116.0,,,,,"p(RGD:""Cdkn1b"",pmod(Ub))",Cdkn1b,Cdkn1b,,,
36964,Protein,MGI,10090.0,,,False,,"p(MGI:""Olfr1053"")",Olfr1053,Olfr1053,,,
36965,Protein,HGNC,9606.0,,Amyloid-beta A4 precursor protein-binding family A member 1,False,,"p(HGNC:""APBA1"")",APBA1,APBA1,Q02410,#1783:7749;#1783:18185;#1782:15738,1564X5492
36966,Protein,HGNC,9606.0,,Olfactory receptor 2T12,False,,"p(HGNC:""OR2T12"")",OR2T12,OR2T12,Q8NG77,#1783:8340,1570X6892
36967,Protein,MGI,10090.0,,ADP/ATP translocase 2,False,,"p(MGI:""Slc25a5"")",Slc25a5,Slc25a5,P51881,,
36968,Protein,MGI,10090.0,,Band 4.1-like protein 4B,,,"p(MGI:""Epb41l4b"",pmod(Ph))",Epb41l4b,Epb41l4b,Q9JMC8,,
36969,Protein,MGI,10090.0,,Phosphoinositide 3-kinase adapter protein 1,,,"p(MGI:""Pik3ap1"",pmod(Ph))",Pik3ap1,Pik3ap1,Q9EQ32,,
36970,Protein,HGNC,9606.0,,RAC-alpha serine/threonine-protein kinase,False,,"p(HGNC:""AKT1"")",AKT1,AKT1,P31749,#1782:13716;#1774:12421;#1772:4432;#1770:13069;#1773:15156;#1780:8822;#1772:7527;#1783:8318;#1769:5080;#1775:833;#1771:12853;#1769:1985;#1784:8102;#1771:15516;#1775:6879;#1779:16811;#1779:6231;#1775:14868;#1774:7167;#1773:1265;#1778:329;#1781:5727;#1780:14004;#1780:6015;#1772:1481;#1770:10406;#1780:16667;#1778:6375;#1777:9254;#1784:16019;#1777:3568;#1777:11917;#1778:3280;#1781:11269;#1772:17963;#1773:9974;#1769:8031;#1783:2416,1572X5462
36971,Protein,HGNC,9606.0,,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",False,,"p(HGNC:""PDE4A"")",PDE4A,PDE4A,P27815,#1781:9397;#1771:16235,1574X6978
36972,Protein,HGNC,9606.0,,microRNA 126,False,,"p(HGNC:""MIR126"")",MIR126,MIR126,,,1573X6578
36973,Protein,MGI,10090.0,,TNF receptor-associated factor 3,False,,"p(MGI:""Traf3"")",Traf3,Traf3,Q60803,,
36974,Protein,MGI,10090.0,,Protein O-GlcNAcase,False,,"p(MGI:""Oga"")",Oga,Oga,Q9EQQ9,,
36975,Protein,MGI,10090.0,,Thrombospondin-1,False,,"p(MGI:""Thbs1"")",Thbs1,Thbs1,P35441,,
36976,Protein,RGD,10116.0,,,False,,"p(RGD:""Nod2"")",Nod2,Nod2,,,
36977,Protein,MGI,10090.0,,Microtubule-associated protein tau,,,"p(MGI:""Mapt"",pmod(Ph,S,214),var(""p.Pro301Ser""))",Mapt,Mapt,P10637,,
36978,Protein,RGD,10116.0,,,False,,"p(RGD:""Il12b"")",Il12b,Il12b,,,
36979,Protein,MGI,10090.0,,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform,False,,"p(MGI:""Ppp2r5b"")",Ppp2r5b,Ppp2r5b,Q6PD28,,
36980,Protein,RGD,10116.0,,Proto-oncogene tyrosine-protein kinase LCK,,,"p(RGD:""Lck"",pmod(Ub))",Lck,Lck,Q01621,,
36981,Protein,MGI,10090.0,,Tyrosine-protein kinase Fyn,False,,"p(MGI:""Fyn"")",Fyn,Fyn,P39688,,
36982,Protein,MGI,10090.0,,,False,,"p(MGI:""Gm13304"")",Gm13304,Gm13304,,,
36983,Protein,RGD,10116.0,,,False,,"p(RGD:""Olr539"")",Olr539,Olr539,,,
